Database,Relevant,Title,Authors,Venue,Year,Abstract,Link
Google,,Multi-task feature learning for knowledge graph enhanced recommendation,"['H Wang', 'F Zhang', 'M Zhao', 'W Li', 'X Xie']",The world wide web …,2019.0,"representative methods of recommender systems and multi-task  layer7 with weight W, bias  b, and nonlinear activation function σ( For MovieLens-1M and Book-Crossing, we additionally",https://dl.acm.org/doi/abs/10.1145/3308558.3313411
Google,,DKEN: Deep knowledge-enhanced network for recommender systems,"['X Guo', 'W Lin', 'Y Li', 'Z Liu', 'L Yang', 'S Zhao', 'Z Zhu']",Information Sciences,2020.0,"For the MovieLens-1M dataset, we treat ratings 4 and 5 as positive feedbacks, and use  all ratings and listening count as positive signals in Book-Crossing and Last.FM. We use the",https://www.sciencedirect.com/science/article/pii/S0020025520306289
Google,,Sequential group recommendations based on satisfaction and disagreement scores,"['M Stratigi', 'E Pitoura', 'J Nummenmaa']",Journal of Intelligent …,2022.0,"Disagreement describes the satisfaction bias among the  methods using a second real  dataset, GoodReads, in addition to the  To examine the effectiveness of our group recommender",https://link.springer.com/article/10.1007/s10844-021-00652-x
Google,,Trust-aware denoising autoencoder with spatial-temporal activity for cross-domain personalized recommendations,"['A Ahmed', 'K Saleem', 'O Khalid', 'J Gao', 'U Rashid']",Neurocomputing,2022.0,"start issues in traditional recommender systems. Although cross- In this paper, we propose  a cross-domain recommender system  To address feedback bias and improve the accuracy of",https://www.sciencedirect.com/science/article/pii/S0925231222011092
Google,,Personalized entity search by sparse and scrutable user profiles,"['GH Torbati', 'A Yates', 'G Weikum']",… of the 2020 Conference on Human …,2020.0,Recommender systems have incorporated personalization  through menus which may create  bias). The questionnaire has  and ratings by many users in the LibraryThing community and,https://dl.acm.org/doi/abs/10.1145/3343413.3378011
Google,,Mutual Information-based Preference Disentangling and Transferring for Non-overlapped Multi-target Cross-domain Recommendations,"['Z Li', 'D Amagata', 'Y Zhang', 'T Hara', 'S Haruta']",Proceedings of the 47th …,2024.0,Building high-quality recommender systems is challenging  (i) These works leave a challenge  in building recommender  a preference containing strong bias towards domains with dense,https://dl.acm.org/doi/abs/10.1145/3626772.3657780
Google,,Time-Aware Attention and Knowledge Graph Embedding in Deep Learning Model for Improving Customer Preference Based Recommendations.,"['N Sathya', 'S Duraisamy', 'TL Maheshwari']",International Journal of …,2024.0,"Presently, numerous internet platforms employ recommender systems on  The algorithm's  weight and bias of the 𝑙  Similarly, for the book crossing dataset with 20k, the precision of TAK-",https://inass.org/wp-content/uploads/2024/05/2024083161-1.pdf
Google,,Impact of temporal context on recommender systems along global timeline,['Y Ji'],,2024.0,"In [157], the authors identify four challenges in evaluating recommender systems: (i) potential  bias towards highly reachable items; (ii) differences in interaction distribution between log",https://dr.ntu.edu.sg/handle/10356/173690
Google,,Meta Learning Framework for Improved Long-tail Item Recommendation,"['B Qin', 'Z Huang', 'G Guo']",2023 9th International Conference on …,2023.0,"tail distribution of items in recommender systems. However,  the model performance in the  Bookcrossing. From the overall  Zhang, “Exploring popularity bias in music recommendation",https://ieeexplore.ieee.org/abstract/document/10423341/
Google,,Retagnn: Relational temporal attentive graph neural networks for holistic sequential recommendation,"['C Hsu', 'CT Li']",Proceedings of the web conference 2021,2021.0,"on MovieLens, Instagram, and BookCrossing datasets, and the  In the context of recommender  systems, we have a set of M  , while Instagram exhibits a bias towards recent time steps.",https://dl.acm.org/doi/abs/10.1145/3442381.3449957
Google,,Momentum-based gradient methods in multi-objective recommender systems,"['B Mitrevski', 'M Filipovic', 'D Antognini']","ArXiv, abs …",2020.0,"Among others, they show promising results in developing multi-objective recommender   We evaluate the benefits of Multi-objective Adamize on two multi-objective recommender",https://www.diegoantognini.com/corr2021a.pdf
Google,,Feature Factorization for Top-N Recommendation: From Item Rating to Features Relevance.,"['VW Anelli', 'T Di Noia', 'P Lops', 'E Di Sciascio']",RecSysKTL,2017.0,"on both LOD-based recommender systems and approaches  , LibraryThing and Last.fm  belonging respectively to the domains of books and music. In order to remove the popularity bias",https://sisinflab.poliba.it/publications/2017/ADDL17/Feature%20factorization%20for%20top-%20n%20recommendation%20From%20item%20rating%20to%20features%20relevance.pdf
Google,,ACTL: Adaptive codebook transfer learning for cross-domain recommendation,"['M He', 'J Zhang', 'S Zhang']",IEEE Access,2019.0,"We survey several relevant studies which are applied in cross-domain recommender  to  introduce rating bias in the target matrix, the odd ratings in the original BookCrossing matrix will",https://ieeexplore.ieee.org/abstract/document/8632916/
Google,,Multi-objective optimization with recommender systems: A systematic review,"['FE Zaizi', 'S Qassimi', 'S Rakrak']",Information Systems,2023.0,"To tackle this challenge, there is a growing interest in multi-objective recommender systems  (MORS) that consider multiple objectives simultaneously and provide a more personalized",https://www.sciencedirect.com/science/article/pii/S0306437923000698
Google,,Hybrid recommendations by content-aligned Bayesian personalized ranking,['L Peska'],New Review of Hypermedia and Multimedia,2018.0,Recommender systems (RS) belongs to the class of  The core of recommender systems  are machine learning  with the data collected from the LibraryThingFootnote 9 website. We,https://www.tandfonline.com/doi/abs/10.1080/13614568.2018.1489002
Google,,A novel evidence-based Bayesian similarity measure for recommender systems,"['G Guo', 'J Zhang', 'N Yorke-Smith']",ACM Transactions on the Web (TWEB),2016.0,chance and potential system bias. Experimental results on six  BookCrossing.com is a free  online book club to facilitate  on 186K books from the BookCrossing community. Epinions.com,https://dl.acm.org/doi/abs/10.1145/2856037
Google,,A Study of Multi-Task Recommendation Models Incorporating Preference Propagation,"['B Yang', 'H Ye', 'X Meng']",2023 IEEE 3rd International …,2023.0,"began to fuse KG and recommender systems to improve  approaches to combine KG and  recommender systems. For example,  Book-Crossing: The Book-Crossing dataset contains over",https://ieeexplore.ieee.org/abstract/document/10176929/
Google,,Recommender system for arabic content using sentiment analysis of user reviews,"['A Al-Ajlan', 'N Alshareef']",Electronics,2023.0,", Goodreads, and Open Library. This paper presents an examination of current collaborative  recommender  by avoiding rating bias, a risk when the rating is based on a single factor.",https://www.mdpi.com/2079-9292/12/13/2785
Google,,Restoring latent factors against negative transfer using partial-adaptation nonnegative matrix factorization,"['M He', 'J Zhang', 'J Zhang']",CCF Transactions on Pervasive Computing and …,2020.0,"Increasingly, people are turning to recommender systems to help them find the information   a rating bias in the target matrix, the odd ratings in the original BookCrossing matrix will",https://link.springer.com/article/10.1007/s42486-019-00018-x
Google,,Meeting user information needs in recommender systems,['SM McNee'],,2006.0,"We argue that each recommender algorithm has specific strengths and weaknesses,   evaluating recommender systems algorithms. To this end, we propose a new set of recommender",https://search.proquest.com/openview/749a50352797df2c0ceab8f534353469/1?pq-origsite=gscholar&cbl=18750&diss=y
Google,,Accurate and scalable social recommendation using mixed-membership stochastic block models,"['A Godoy-Lorite', 'R Guimerà', 'C Moore']",Proceedings of the …,2016.0,"The goal of recommender systems is to predict what movies  datasets, the only exception  being Amazon Books. The MAE of the  We then assume that some noise and/or bias has been",https://www.pnas.org/doi/abs/10.1073/pnas.1606316113
Google,,Not All Embeddings are Created Equal: Towards Robust Cross-domain Recommendation via Contrastive Learning,"['W Yang', 'Y Jian', 'Y Wang', 'S Lu', 'L Shen']",Proceedings of the …,2024.0,"To validate the existence of such bias, we conduct detailed experiments accordingly. Specif  Wide & deep learning for recommender systems. In Proceedings of the 1st Workshop on",https://dl.acm.org/doi/abs/10.1145/3589334.3645357
Google,,A Personalized Framework for Consumer and Producer Group Fairness Optimization in Recommender Systems,"['HA Rahmani', 'M Naghiaei', 'Y Deldjoo']",… Transactions on Recommender …,2024.0,"By comparing the performance of recommendation algorithms for these two groups, we  aim to evaluate the fairness of the system and any potential bias toward active users.",https://dl.acm.org/doi/abs/10.1145/3651167
Google,,Intrinsically motivated reinforcement learning based recommendation with counterfactual data augmentation,"['X Chen', 'S Wang', 'L Qi', 'Y Li', 'L Yao']",World Wide Web,2023.0,"Although IMRL has lower precision than CauseRec in Book-Crossing, we observe that the   Model-agnostic counterfactual reasoning for eliminating popularity bias in recommender",https://link.springer.com/article/10.1007/s11280-023-01187-7
Google,,Evaluating collaborative filtering over time,['NK Lathia'],,2010.0,"recommender system research (Section 1.1) and provide a brief overview of the history of  recommender  an item i using u’s mean rating (bias, bu) and the average deviation from each",https://discovery.ucl.ac.uk/id/eprint/133957/
Google,,A Recommendation Algorithm Incorporating Self-Attention Mechanism and Knowledge Graph,"['J Hou', 'Y Jin', 'Y Liu', 'Z Zhang', 'Q Zhao']",Proceedings of the 2022 11th …,2022.0,"to drive the development of recommender systems. In the  Where, 𝑤𝑙 is the training weight  and 𝑏𝑙 is the bias vector.  The datasets used in this experiment are Book-Crossing, Last",https://dl.acm.org/doi/abs/10.1145/3581807.3581858
Google,,GS-RS: A Generative Approach for Alleviating Cold start and Filter bubbles in Recommender Systems,"['Y Xu', 'E Wang', 'Y Yang', 'H Xiong']",IEEE Transactions on …,2023.0,"alternative training and 3 for Amazon and Book-Crossing with stage-level alternative training.  To reduce the sample bias, we employ normal random negative sampling for our proposed",https://ieeexplore.ieee.org/abstract/document/10167850/
Google,,An integration method for optimizing the use of explicit and implicit feedback in recommender systems,"['SJ Lee', 'E Lee', 'YD Seo']",Journal of Ambient Intelligence and Humanized …,2023.0,", and GoodReads. The experimental results demonstrate that IEIF is suitable for most  recommender  However, the imputation methods can introduce bias and lead to invalid results",https://link.springer.com/article/10.1007/s12652-023-04714-6
